dt,value,mean,median,max,min,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,dayofweek_0,dayofweek_1,dayofweek_2,dayofweek_3,dayofweek_4,dayofweek_5,dayofweek_6,dayoff_0,dayoff_1,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9
2021-12-28 14:30:00,13.241,13.829333333333333,13.956,14.1595,13.241,-0.3100000000000005,-0.26349999999999874,0.08199999999999896,0.061500000000000554,-0.7530000000000001,0.0705000000000009,0.24549999999999983,1.2850000000000001,3.897499999999999,-0.9039999999999999,-3.884499999999999,4.8605,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-28 15:00:00,13.6765,13.772750000000002,13.78625,14.1595,13.241,-0.34500000000000064,-0.3100000000000005,-0.26349999999999874,0.08199999999999896,0.061500000000000554,-0.7530000000000001,0.0705000000000009,0.24549999999999983,1.2850000000000001,3.897499999999999,-0.9039999999999999,-3.884499999999999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-28 15:30:00,13.713,13.712000000000002,13.694749999999999,14.1595,13.241,0.4355000000000011,-0.34500000000000064,-0.3100000000000005,-0.26349999999999874,0.08199999999999896,0.061500000000000554,-0.7530000000000001,0.0705000000000009,0.24549999999999983,1.2850000000000001,3.897499999999999,-0.9039999999999999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-28 16:00:00,13.7625,13.645833333333334,13.694749999999999,13.896,13.241,0.03649999999999842,0.4355000000000011,-0.34500000000000064,-0.3100000000000005,-0.26349999999999874,0.08199999999999896,0.061500000000000554,-0.7530000000000001,0.0705000000000009,0.24549999999999983,1.2850000000000001,3.897499999999999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-28 16:30:00,14.182,13.6935,13.694749999999999,14.182,13.241,0.0495000000000001,0.03649999999999842,0.4355000000000011,-0.34500000000000064,-0.3100000000000005,-0.26349999999999874,0.08199999999999896,0.061500000000000554,-0.7530000000000001,0.0705000000000009,0.24549999999999983,1.2850000000000001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-28 17:00:00,14.15,13.7875,13.737749999999998,14.182,13.241,0.4195000000000011,0.0495000000000001,0.03649999999999842,0.4355000000000011,-0.34500000000000064,-0.3100000000000005,-0.26349999999999874,0.08199999999999896,0.061500000000000554,-0.7530000000000001,0.0705000000000009,0.24549999999999983,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-28 17:30:00,14.3555,13.97325,13.95625,14.3555,13.6765,-0.03200000000000003,0.4195000000000011,0.0495000000000001,0.03649999999999842,0.4355000000000011,-0.34500000000000064,-0.3100000000000005,-0.26349999999999874,0.08199999999999896,0.061500000000000554,-0.7530000000000001,0.0705000000000009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-28 18:00:00,14.3505,14.085583333333332,14.166,14.3555,13.713,0.2054999999999989,-0.03200000000000003,0.4195000000000011,0.0495000000000001,0.03649999999999842,0.4355000000000011,-0.34500000000000064,-0.3100000000000005,-0.26349999999999874,0.08199999999999896,0.061500000000000554,-0.7530000000000001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-28 18:30:00,14.156,14.159416666666667,14.169,14.3555,13.7625,-0.004999999999999005,0.2054999999999989,-0.03200000000000003,0.4195000000000011,0.0495000000000001,0.03649999999999842,0.4355000000000011,-0.34500000000000064,-0.3100000000000005,-0.26349999999999874,0.08199999999999896,0.061500000000000554,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-28 19:00:00,14.0525,14.207749999999999,14.169,14.3555,14.0525,-0.19449999999999967,-0.004999999999999005,0.2054999999999989,-0.03200000000000003,0.4195000000000011,0.0495000000000001,0.03649999999999842,0.4355000000000011,-0.34500000000000064,-0.3100000000000005,-0.26349999999999874,0.08199999999999896,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
